nse_symbol,ex_date,share_multiplier,source_records,parsed_unique_factors,subjects
SPLPETRO,2023-01-06,2.0,1,1,Face Value Split (Sub-Division) - From Rs 4/- Per Share To Rs 2/- Per Share
SPORTKING,2024-09-13,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SREINFRA,2011-02-10,1.8,1,1,Bonus 4:5 (Pursuant To Scheme Of Amalgamation)
SRF,2021-10-13,5.0,1,1, Bonus 4:1
SRPL,2023-05-19,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SRSLTD,2015-06-25,2.0,1,1,Bonus 1:1
SSWL,2021-11-18,2.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SSWL,2022-11-10,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
STCINDIA,2008-03-19,2.0,1,1,Bonus - 1:1
STEELCAS,2025-08-29,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
STEELXIND,2022-07-12,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
STER,2006-05-05,5.0,1,2,Fv Spl-Rs5 To Rs2/Bon 1:1
STER,2010-06-21,4.0,1,2,Bonus 1:1 And Face Value Split From Rs.2/- To Re.1/-
STLTECH,2010-03-09,5.0,1,2,Bon 1:1/Fv Spl Rs.5tors.2
SUBROS,2007-11-20,5.0,1,1,Fv Split Rs.10/- To Rs.2/
SUDARSCHEM,2014-09-30,10.0,1,2,Bonus 1 : 1 / Face Value Split From Rs 10/- To Rs 2/- Per Share
SUJANATOW,2011-01-10,5.0,1,1,Face Value Split From Rs.5/- To Re.1/-
SUKHJITS,2024-10-25,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SUMEETINDS,2018-08-02,1.25,1,1, Bonus 1:4
SUMEETINDS,2025-10-03,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
SUNCLAYTON,2009-10-09,2.0,1,1,Bonus 1:1
SUNDARAM,2012-04-13,3.0,1,1,Bonus 2:1
SUNDARMFIN,2008-08-22,2.0,1,1,Bonus 1:1
SUNDARMFIN,2012-12-13,2.0,1,1,Bonus 1:1
SUNDRMFAST,2007-01-04,2.0,1,1,Bonus-1:1
SUNILHITEC,2016-12-01,20.0,1,2, Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SUNPHARMA,2010-11-25,5.0,1,1,Face Value Split From Rs.5/- To Re.1/-
SUNPHARMA,2013-07-29,2.0,1,1,Bonus 1:1
SUNTECK,2017-07-25,2.0,1,1, Face Value Split (Sub-Division) - From Rs 2/- Per Share To Rs 1/- Per Share
SUNTV,2007-07-23,4.0,1,1,Agm/Spl/Bon-1:1/Div-20% | verified override: Combined 10-to-5 face-value split and 1-for-1 bonus
SUPERSPIN,2006-09-01,10.0,1,1,Fv Split Rs.10/- To Re.1/
SUPRAJIT,2010-03-18,10.0,1,2,Bon 1:1/Fv Spl Rs.5tore.1
SUPREMEENG,2022-03-03,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SUPREMEIND,2006-11-13,2.0,1,1,Bonus 1:1
SUPREMEIND,2010-10-18,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
SURANASOL,2014-11-25,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SURANAT&P,2014-11-25,5.0,1,1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share
SURYAPHARM,2010-12-23,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
SURYAROSNI,2023-10-06,2.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share
SURYAROSNI,2025-01-01,2.0,1,1,Bonus 1:1
SUTLEJTEX,2013-06-27,1.5,1,1,Bonus 1:2
SUTLEJTEX,2017-09-26,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
SUULD,2022-03-30,2.0,1,1,Bonus 1:1
SUVEN,2007-03-23,4.0,1,2,Fv Spl-Rs2 To Re1/Bon-1:1
SUZLON,2008-01-21,5.0,1,1,Fv Split Rs.10/- To Rs.2/
SWANCORP,2014-02-03,2.0,1,1,Face Value Split From Rs 2/- To Re 1/-
SWELECTES,2009-10-14,2.0,1,1,Bonus 1:1
SWELECTES,2019-08-22,1.5,1,1, Bonus 1:2
SYMPHONY,2012-02-15,5.0,1,1,Face Value Split Rs.10/- To Rs.2/-
SYMPHONY,2016-09-14,2.0,1,1, Bonus 1:1
SYNGENE,2019-06-11,2.0,1,1, Bonus 1:1
TAKE,2008-09-18,10.0,1,1,Fv Split-Rs10/- To Re.1/-
TALBROAUTO,2023-10-27,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TANLA,2008-05-02,2.0,1,1,Fv Split Rs.2/- To Re.1/-
TARACHAND,2024-12-05,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TARIL,2013-06-13,1.1111111111,1,1,Bonus 1:9
TARIL,2017-09-28,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TARIL,2025-02-14,2.0,1,1,Bonus 1:1
TATACOFFEE,2015-01-23,10.0,1,1,Face Value Split (Sub-Division): From Rs 10/- Per Share To Re 1/- Per Share
TATACONSUM,2010-06-30,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
TATAELXSI,2017-09-18,2.0,1,1, Bonus 1:1
TATAINVEST,2025-10-14,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TATAMTRDVR,2011-09-12,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
TATAPOWER,2011-09-26,10.0,1,1,Face Value Split From Rs.10/- To Re.1/-
TATASTEEL,2022-07-28,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TATASTLBSL,2010-09-21,5.0,1,1,Annual General Meeting / Dividend Rs.2.50 Per Share And Face Value Split From Rs.10/- To Rs.2/-
TCI,2006-12-05,5.0,1,1,Fv Split Rs.10/- To Rs.2/
TCS,2006-07-28,2.0,1,1,Intdiv-Rs 3persh/Bonus1:1
TCS,2009-06-16,2.0,1,1,Bonus 1:1/Div-Rs.5 Per Sh
TCS,2018-05-31,2.0,1,1, Bonus 1:1 /Dividend- Rs 29 Per Share
TDPOWERSYS,2022-10-31,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TDPOWERSYS,2026-08-24,2.0,1,1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share
TECHM,2015-03-19,4.0,1,2,Bonus 1:1 / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share
TECHNO,2016-09-06,2.0,1,1, Bonus 1:1
TEMBO,2026-08-05,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TEXINFRA,2009-01-01,10.0,1,1,Fv Split Rs.10/- To Re.1/
TFCILTD,2025-09-19,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
THANGAMAYL,2023-07-17,2.0,1,1,Bonus 1:1
THEBYKE,2014-10-09,2.0,1,1,Bonus 1:1
THEMISMED,2023-10-10,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
THOMASCOOK,2007-05-14,10.0,1,1,Fv Split Rs.10/- To Re.1/
THYROCARE,2025-11-28,3.0,1,1,Bonus 2:1
TI,2010-09-28,3.0,1,1,Bonus 2:1
TIMETECHNO,2008-10-29,10.0,1,1,Fv Split Rs.10/- To Re.1/Record Date Revised
TIMETECHNO,2025-09-23,2.0,1,1,Bonus 1:1
TIPSMUSIC,2023-04-21,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TIRUMALCHM,2018-08-14,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TIRUPATIFL,2021-10-07,8.75,2,2, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share |  Bonus 3:4
TITAGARH,2015-04-23,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TITAN,2011-06-23,20.0,1,2,Bonus 1:1 / Face Value Split From Rs.10/- To Re.1/-
TMPV,2011-09-12,5.0,1,1,Face Value Split From Rs.10/- To Rs.2/-
TORNTPHARM,2013-07-23,2.0,1,1,Bonus 1:1
TORNTPHARM,2022-07-08,2.0,1,1,Bonus 1:1
TPHQ,2023-12-14,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TPLPLASTEH,2021-09-16,2.0,1,1, Bonus 1:1
TPLPLASTEH,2022-10-19,5.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
TRENT,2016-09-12,10.0,1,1, Face Value Split From Rs 10 To Re 1
TRENT,2026-06-04,1.5,1,1,Bonus 1:2
TRICOM,2008-07-15,5.0,1,1,Fv Split Rs.10/- To Rs.2/
TRIDENT,2019-12-13,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 1/- Per Share
TTKPRESTIG,2019-05-15,1.2,1,1, Bonus 1:5
TTKPRESTIG,2021-12-14,10.0,1,1, Face Value Split (Sub-Division) - From Rs 10 Per Share To Re 1 Per Share
TTL,2025-02-12,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
TTML,2013-08-07,1.1333333333,1,1,Bonus 2:15
TUBEINVEST,2006-05-31,5.0,1,1,Fv Split Rs.10/- To Rs.2/
TULIP,2010-07-06,5.0,1,1,Fv Split Rs.10/- To Rs.2/-
TULSI,2011-01-07,1.1,1,1,Bonus 1:10 (Record Date Revised)
TV-18,2007-10-17,2.0,1,1,Bonus 1:1
TV18BRDCST,2008-02-21,5.0,1,1,Fv Split Rs.10/- To Rs.2/
TVSMOTOR,2010-09-08,2.0,1,1,Bonus 1:1
UEL,2024-09-20,1.25,1,1,Bonus 1:4
UEL,2025-05-30,1.68,1,1,Bonus 17:25
UEL,2025-10-10,3.0,1,1,Bonus 2:1
UJAAS,2012-12-21,10.0,1,1,Face Value Split From Rs 10 To Re 1
UNICHEMLAB,2010-10-21,2.5,1,1,Interim Dividend Rs.3/- Per Share And Face Value Split From Rs.5/- To Rs.2/- (Purpose Revised)
UNIPLY,2018-06-25,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
UNITDSPR,2018-06-15,5.0,1,1, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share
UNITECH,2006-06-23,65.0,1,2,Fv Spl-Rs10tors2/Bon-12:1
UNITECH,2007-08-30,2.0,1,1,Bonus 1:1
UNITEDPOLY,2025-05-02,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
UNITY,2010-04-07,5.0,1,1,Fv Split Rs.10 To Rs.2
UNIVASTU,2025-10-13,3.0,1,1,Bonus 2:1
UNIWESTBNK,2006-01-17,1.2,1,1,Bonus - 1:5/Rights - 1:2
UNOMINDA,2016-09-12,5.0,1,1, Face Value Split From Rs 10 To Rs 2
UNOMINDA,2018-07-11,3.0,1,1, Bonus 2:1/Dividend- Rs 1.60 Per Share
UNOMINDA,2022-07-07,2.0,1,1,Bonus 1:1
UPL,2008-10-29,2.0,1,1,Bonus 1:1
UPL,2019-07-02,1.5,1,1, Bonus 1:2
USHAMART,2007-08-29,5.0,1,1,Fv Split Rs.5/- To Re.1/
UTIUS64-CI,2002-10-25,32.0,1,1,Split Us 64 Into 2 Parts
V2RETAIL,2026-03-25,10.0,1,1,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share
